row_id,pokemon_id,pokemon_en,pokemon_ja,wiki_page_name,wiki_page_url,role,range,damage_type,skill_slot,move_stage,move_en,move_ja,parent_move_en,parent_move_ja,source_object,ratio_component,effect_label,ratio_percent,stat_type,level_scaling,base_value,formula_en,formula_ja,exception,alert,true_description,notes,rsb_info,move_type,cooldown,upgrade_level_1,upgrade_level_2,unite_energy,unite_buffs,unite_buff_duration
"6,134",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 1,upgrade,Power-Up Punch,グロウパンチ,Quick Attack,でんこうせっか,rsb,add1,Damage - Fully Charged,381.8,Atk,5.,161.,381.8% Atk + 5 * (Level - 1) + 161,攻撃 x 381.8% + 5 x (レベル - 1) + 161,,,,,,Melee,7,5,11,,,
"6,135",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 1,upgrade,Power-Up Punch,グロウパンチ,Quick Attack,でんこうせっか,rsb,add2,Damage - Execute,,,,,,,True,,12% of Enemy Missing HP (caps at 1000 dmg).,,,Melee,7,5,11,,,
"6,136",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 1,upgrade,Power-Up Punch,グロウパンチ,Quick Attack,でんこうせっか,rsb,add3,,,,,,,,,,,,,Melee,7,5,11,,,
"6,137",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 1,upgrade,Power-Up Punch,グロウパンチ,Quick Attack,でんこうせっか,rsb,add4,,,,,,,,,,,,,Melee,7,5,11,,,
"6,138",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 1,upgrade,Power-Up Punch,グロウパンチ,Quick Attack,でんこうせっか,rsb,add5,,,,,,,,,,,,,Melee,7,5,11,,,
"6,139",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 1,upgrade,Power-Up Punch,グロウパンチ,Quick Attack,でんこうせっか,rsb,enhanced,,,,,,,,,,Becomes unstoppable while charging this move.,,,Melee,7,5,11,,,
"6,140",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 1,upgrade,Power-Up Punch,グロウパンチ,Quick Attack,でんこうせっか,rsb,enhanced_add1,,,,,,,,,,,,,Melee,7,5,11,,,
"6,141",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 1,upgrade,Power-Up Punch,グロウパンチ,Quick Attack,でんこうせっか,rsb,enhanced_add2,,,,,,,,,,,,,Melee,7,5,11,,,
"6,142",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 1,upgrade,Power-Up Punch,グロウパンチ,Quick Attack,でんこうせっか,rsb,enhanced_add3,,,,,,,,,,,,,Melee,7,5,11,,,
"6,143",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 1,upgrade,Power-Up Punch,グロウパンチ,Quick Attack,でんこうせっか,rsb,enhanced_add4,,,,,,,,,,,,,Melee,7,5,11,,,
"6,144",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 1,upgrade,Power-Up Punch,グロウパンチ,Quick Attack,でんこうせっか,rsb,enhanced_add5,,,,,,,,,,,,,Melee,7,5,11,,,
"6,145",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,base,Meteor Mash,コメットパンチ,,,rsb,base,Damage,167.,Atk,8.,180.,167% Atk + 8 * (Level - 1) + 180,攻撃 x 167% + 8 x (レベル - 1) + 180,,,"Punches with the force of a meteor in the designated direction after 0.4s, damaging opposing Pokémon hit and shoving them in the designated direction, stunning those hit for 0.4s.",,,Melee,7,,,,,
"6,146",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,base,Meteor Mash,コメットパンチ,,,rsb,add1,,,,,,,,,,,,,Melee,7,,,,,
"6,147",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,base,Meteor Mash,コメットパンチ,,,rsb,add2,,,,,,,,,,,,,Melee,7,,,,,
"6,148",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,base,Meteor Mash,コメットパンチ,,,rsb,add3,,,,,,,,,,,,,Melee,7,,,,,
"6,149",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,base,Meteor Mash,コメットパンチ,,,rsb,add4,,,,,,,,,,,,,Melee,7,,,,,
"6,150",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,base,Meteor Mash,コメットパンチ,,,rsb,add5,,,,,,,,,,,,,Melee,7,,,,,
"6,151",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,base,Meteor Mash,コメットパンチ,,,rsb,enhanced,,,,,,,,,,,,,Melee,7,,,,,
"6,152",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,base,Meteor Mash,コメットパンチ,,,rsb,enhanced_add1,,,,,,,,,,,,,Melee,7,,,,,
"6,153",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,base,Meteor Mash,コメットパンチ,,,rsb,enhanced_add2,,,,,,,,,,,,,Melee,7,,,,,
"6,154",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,base,Meteor Mash,コメットパンチ,,,rsb,enhanced_add3,,,,,,,,,,,,,Melee,7,,,,,
"6,155",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,base,Meteor Mash,コメットパンチ,,,rsb,enhanced_add4,,,,,,,,,,,,,Melee,7,,,,,
"6,156",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,base,Meteor Mash,コメットパンチ,,,rsb,enhanced_add5,,,,,,,,,,,,,Melee,7,,,,,
"6,157",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,upgrade,Close Combat,インファイト,Meteor Mash,コメットパンチ,rsb,base,Damage - per Hit (11 Hits),50.,Atk,2.,60.,50% Atk + 2 * (Level - 1) + 60,攻撃 x 50% + 2 x (レベル - 1) + 60,,,"The user becomes unstoppable and rapidly punches in the designated direction, damaging opposing Pokémon in the area in front of them (up to 11 times), and restoring the user's HP each time this move hits. The next auto attack within 5s after using this move gains increased range and causes the user to lunge at an opposing Pokémon with a kick.","When the user is mega evolved; the move lasts longer dealing damage up to 16 times reducing this move's cooldown by 0.4s for each hit on Pokémon from the opposing team, can be slowly rotated, the last hit can be targeted in any direction, and this move can be ended early, after channeling for at least 1s, by activating the move again or by using Power-Up Punch. The first hit of this move has 12x the normal healing. Hitting an enemy with Power-Up punch reduces the cooldown of this move by 1s.",,Melee,6.5,7,13,,,
"6,158",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,upgrade,Close Combat,インファイト,Meteor Mash,コメットパンチ,rsb,add1,Heal - First Hit,138.,Atk,0.,276.,138% Atk + 276,攻撃 x 138% + 276,,,,,,Melee,6.5,7,13,,,
"6,159",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,upgrade,Close Combat,インファイト,Meteor Mash,コメットパンチ,rsb,add2,Heal - per Hit (Subsequent Hits),11.5,Atk,0.,23.,11.5% Atk + 23,攻撃 x 11.5% + 23,,,,,,Melee,6.5,7,13,,,
"6,160",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,upgrade,Close Combat,インファイト,Meteor Mash,コメットパンチ,rsb,add3,,,,,,,,,,,,,Melee,6.5,7,13,,,
"6,161",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,upgrade,Close Combat,インファイト,Meteor Mash,コメットパンチ,rsb,add4,,,,,,,,,,,,,Melee,6.5,7,13,,,
"6,162",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,upgrade,Close Combat,インファイト,Meteor Mash,コメットパンチ,rsb,add5,,,,,,,,,,,,,Melee,6.5,7,13,,,
"6,163",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,upgrade,Close Combat,インファイト,Meteor Mash,コメットパンチ,rsb,enhanced,Damage - per Hit (11 Hits),56.,Atk,2.,69.,56% Atk + 2 * (Level - 1) + 69,攻撃 x 56% + 2 x (レベル - 1) + 69,,,Increases the damage of this move.,,,Melee,6.5,7,13,,,
"6,164",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,upgrade,Close Combat,インファイト,Meteor Mash,コメットパンチ,rsb,enhanced_add1,,,,,,,,,,,,,Melee,6.5,7,13,,,
"6,165",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,upgrade,Close Combat,インファイト,Meteor Mash,コメットパンチ,rsb,enhanced_add2,,,,,,,,,,,,,Melee,6.5,7,13,,,
"6,166",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,upgrade,Close Combat,インファイト,Meteor Mash,コメットパンチ,rsb,enhanced_add3,,,,,,,,,,,,,Melee,6.5,7,13,,,
"6,167",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,upgrade,Close Combat,インファイト,Meteor Mash,コメットパンチ,rsb,enhanced_add4,,,,,,,,,,,,,Melee,6.5,7,13,,,
"6,168",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Move 2,upgrade,Close Combat,インファイト,Meteor Mash,コメットパンチ,rsb,enhanced_add5,,,,,,,,,,,,,Melee,6.5,7,13,,,
"6,169",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Unite Move,unite,Aura Cannon,フルフォースブラスト,,,rsb,base,Damage - per Tick,174.,Atk,4.,210.,174% Atk + 4 * (Level - 1) + 210,攻撃 x 174% + 4 x (レベル - 1) + 210,,,"The user becomes unstoppable and channels aura into a huge sphere, then launches the sphere in the designated direction, dealing damage to opposing Pokémon in its path. The aura sphere picks up speed as it travels; at close range, a target can be hit up to 4 times, while at max speed a target will only be hit once.",After unleashing this move the user mega evolves for 20s adding additional effects to Close Combat and Power-Up Punch and changing the passive ability to Adaptability.,,Ranged,112,,,100000,"30% Movement Speed, 30% CDR, 20% Max HP Shield",6
"6,170",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Unite Move,unite,Aura Cannon,フルフォースブラスト,,,rsb,add1,,,,,,,,,,,,,Ranged,112,,,100000,"30% Movement Speed, 30% CDR, 20% Max HP Shield",6
"6,171",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Unite Move,unite,Aura Cannon,フルフォースブラスト,,,rsb,add2,,,,,,,,,,,,,Ranged,112,,,100000,"30% Movement Speed, 30% CDR, 20% Max HP Shield",6
"6,172",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Unite Move,unite,Aura Cannon,フルフォースブラスト,,,rsb,add3,,,,,,,,,,,,,Ranged,112,,,100000,"30% Movement Speed, 30% CDR, 20% Max HP Shield",6
"6,173",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Unite Move,unite,Aura Cannon,フルフォースブラスト,,,rsb,add4,,,,,,,,,,,,,Ranged,112,,,100000,"30% Movement Speed, 30% CDR, 20% Max HP Shield",6
"6,174",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Unite Move,unite,Aura Cannon,フルフォースブラスト,,,rsb,add5,,,,,,,,,,,,,Ranged,112,,,100000,"30% Movement Speed, 30% CDR, 20% Max HP Shield",6
"6,175",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Unite Move,unite,Aura Cannon,フルフォースブラスト,,,rsb,enhanced,,,,,,,,,,,,,Ranged,112,,,100000,"30% Movement Speed, 30% CDR, 20% Max HP Shield",6
"6,176",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Unite Move,unite,Aura Cannon,フルフォースブラスト,,,rsb,enhanced_add1,,,,,,,,,,,,,Ranged,112,,,100000,"30% Movement Speed, 30% CDR, 20% Max HP Shield",6
"6,177",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Unite Move,unite,Aura Cannon,フルフォースブラスト,,,rsb,enhanced_add2,,,,,,,,,,,,,Ranged,112,,,100000,"30% Movement Speed, 30% CDR, 20% Max HP Shield",6
"6,178",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Unite Move,unite,Aura Cannon,フルフォースブラスト,,,rsb,enhanced_add3,,,,,,,,,,,,,Ranged,112,,,100000,"30% Movement Speed, 30% CDR, 20% Max HP Shield",6
"6,179",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Unite Move,unite,Aura Cannon,フルフォースブラスト,,,rsb,enhanced_add4,,,,,,,,,,,,,Ranged,112,,,100000,"30% Movement Speed, 30% CDR, 20% Max HP Shield",6
"6,180",51,Mega-Lucario,メガルカリオ,メガルカリオ,https://wikiwiki.jp/poke-unite/%E3%83%A1%E3%82%AC%E3%83%AB%E3%82%AB%E3%83%AA%E3%82%AA,All-Rounder,Melee,Physical,Unite Move,unite,Aura Cannon,フルフォースブラスト,,,rsb,enhanced_add5,,,,,,,,,,,,,Ranged,112,,,100000,"30% Movement Speed, 30% CDR, 20% Max HP Shield",6
"6,181",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Passive,passive,Guts,こんじょう,,,rsb,base,,,,,,,,,,Increases Attack by 10% for 5s when afflicted by any debuff.,,,,,,,,,
"6,182",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Passive,passive,Guts,こんじょう,,,rsb,add1,,,,,,,,,,,,,,,,,,,
"6,183",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Passive,passive,Guts,こんじょう,,,rsb,add2,,,,,,,,,,,,,,,,,,,
"6,184",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Passive,passive,Guts,こんじょう,,,rsb,add3,,,,,,,,,,,,,,,,,,,
"6,185",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Passive,passive,Guts,こんじょう,,,rsb,add4,,,,,,,,,,,,,,,,,,,
"6,186",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Passive,passive,Guts,こんじょう,,,rsb,add5,,,,,,,,,,,,,,,,,,,
"6,187",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Passive,passive,Guts,こんじょう,,,rsb,enhanced,,,,,,,,,,,,,,,,,,,
"6,188",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Passive,passive,Guts,こんじょう,,,rsb,enhanced_add1,,,,,,,,,,,,,,,,,,,
"6,189",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Passive,passive,Guts,こんじょう,,,rsb,enhanced_add2,,,,,,,,,,,,,,,,,,,
"6,190",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Passive,passive,Guts,こんじょう,,,rsb,enhanced_add3,,,,,,,,,,,,,,,,,,,
"6,191",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Passive,passive,Guts,こんじょう,,,rsb,enhanced_add4,,,,,,,,,,,,,,,,,,,
"6,192",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Passive,passive,Guts,こんじょう,,,rsb,enhanced_add5,,,,,,,,,,,,,,,,,,,
"6,193",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Basic,basic,Attack,通常攻撃,,,rsb,base,Damage - Basic,100.,Atk,,,100% Atk,攻撃 x 100%,,,"Becomes a boosted attack with every third attack, dealing increased damage when it hits. This boosted attack also decreases the movement speed of enemies by 50% for 1s.",,,,,,,,,
"6,194",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Basic,basic,Attack,通常攻撃,,,rsb,add1,,,,,,,,,,,,,,,,,,,
"6,195",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Basic,basic,Attack,通常攻撃,,,rsb,add2,,,,,,,,,,,,,,,,,,,
"6,196",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Basic,basic,Attack,通常攻撃,,,rsb,add3,,,,,,,,,,,,,,,,,,,
"6,197",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Basic,basic,Attack,通常攻撃,,,rsb,add4,,,,,,,,,,,,,,,,,,,
"6,198",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Basic,basic,Attack,通常攻撃,,,rsb,add5,,,,,,,,,,,,,,,,,,,
"6,199",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Basic,basic,Attack,通常攻撃,,,rsb,enhanced,,,,,,,,,,,,,,,,,,,
"6,200",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Basic,basic,Attack,通常攻撃,,,rsb,enhanced_add1,,,,,,,,,,,,,,,,,,,
"6,201",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Basic,basic,Attack,通常攻撃,,,rsb,enhanced_add2,,,,,,,,,,,,,,,,,,,
"6,202",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Basic,basic,Attack,通常攻撃,,,rsb,enhanced_add3,,,,,,,,,,,,,,,,,,,
"6,203",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Basic,basic,Attack,通常攻撃,,,rsb,enhanced_add4,,,,,,,,,,,,,,,,,,,
"6,204",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Basic,basic,Attack,通常攻撃,,,rsb,enhanced_add5,,,,,,,,,,,,,,,,,,,
"6,205",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Basic,basic,Attack,通常攻撃,,,boosted_rsb,base,Damage - Boosted,150.,Atk,0.,0.,150% Atk,攻撃 x 150%,,,,,,,,,,,,
"6,206",52,Machamp,カイリキー,カイリキー,https://wikiwiki.jp/poke-unite/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,All-Rounder,Melee,Physical,Basic,basic,Attack,通常攻撃,,,boosted_rsb,add1,,,,,,,,,,,,,,,,,,,
